,Data,Countries,Local,Industry Sector,Accident Level,Potential Accident Level,Genre,Employee or Third Party,Critical Risk,Description,,
1206,8/9/2016 0:00,Country_01,Local_09,Construction,III,IV,Male,Employee,Crushing,"Worker's hand caught between two pipes; bruising and swelling, no fracture.",,
1207,8/25/2016 0:00,Country_01,Local_03,Warehousing,III,III,Male,Third Party,Fall from Height,Worker fell from a 1 m loading dock; sprained his wrist and bruised his knee.,,
1208,9/10/2016 0:00,Country_01,Local_06,Mining,III,IV,Male,Employee,Transport,Worker was bumped by a rail car; fell and bruised his hip and elbow.,,
1209,9/26/2016 0:00,Country_01,Local_08,Manufacturing,III,III,Male,Subcontractor,Fire,A small grease fire caused minor smoke; worker suffered mild cough and eye irritation.,,
1210,10/12/2016 0:00,Country_01,Local_02,Construction,III,IV,Male,Employee,Falling Object,A 3 kg wooden plank fell from a scaffold and hit the worker's shoulder; contusion.,,
1211,10/28/2016 0:00,Country_01,Local_04,Warehousing,III,III,Male,Contractor,Crushing,Worker's fingers were caught between two pallets; bruised and swollen fingertips.,,
1212,11/13/2016 0:00,Country_01,Local_10,Mining,III,IV,Male,Third Party,Electrical,"Worker touched a frayed cord and felt a tingle; dropped a tool on his foot, bruising it.",,
1213,11/29/2016 0:00,Country_01,Local_07,Manufacturing,III,III,Male,Employee,Machinery,"Worker's sleeve caught in a drill; stopped quickly, bruised upper arm.",,
1214,12/15/2016 0:00,Country_01,Local_01,Construction,III,IV,Male,Subcontractor,Fall from Height,Worker slipped from a 1.2 m stepladder; sprained his ankle and bruised his elbow.,,
1215,12/31/2016 0:00,Country_01,Local_05,Warehousing,III,III,Male,Employee,Transport,A pallet jack bumped the worker's calf; resulted in a deep bruise and muscle tenderness.,,
1216,1/16/2017 0:00,Country_01,Local_09,Mining,III,IV,Male,Third Party,Falling Object,A small piece of ore (2 kg) fell from a conveyor and struck the worker's arm; contusion.,,
1217,2/1/2017 0:00,Country_01,Local_03,Manufacturing,III,III,Male,Contractor,Chemical,"A splash of coolant got into the worker's eye; flushed, mild irritation only.",,
1218,2/17/2017 0:00,Country_01,Local_06,Construction,III,IV,Male,Employee,Electrical,Worker received a mild shock from a 110V line; he jerked and bumped his head.,,
1219,3/5/2017 0:00,Country_01,Local_08,Warehousing,III,III,Male,Third Party,Fire,"A small electrical fire produced smoke; worker inhaled minor smoke, treated with oxygen.",,
1220,3/21/2017 0:00,Country_01,Local_02,Mining,III,IV,Male,Employee,Explosion,A small blast sent debris; worker received a small cut on the forearm and bruise.,,
1221,4/6/2017 0:00,Country_01,Local_04,Construction,III,III,Male,Subcontractor,Fall from Height,Worker fell from a 0.8 m platform; sprained his wrist and bruised his hip.,,
1222,4/22/2017 0:00,Country_01,Local_10,Warehousing,III,IV,Male,Employee,Crushing,Worker's hand caught between two loads; bruising and minor laceration.,,
1223,5/8/2017 0:00,Country_01,Local_07,Mining,III,III,Male,Third Party,Transport,Worker was brushed by a moving conveyor; suffered a bruised shoulder and abrasion.,,
1224,5/24/2017 0:00,Country_01,Local_01,Manufacturing,III,IV,Male,Contractor,Machinery,"Worker's glove caught in a belt; pulled free, sprained wrist and abrasions.",,
1225,6/9/2017 0:00,Country_01,Local_05,Construction,III,III,Male,Employee,Falling Object,A 2 kg hammer fell from a scaffold and hit the worker's shoulder; contusion.,,
1226,6/25/2017 0:00,Country_01,Local_09,Warehousing,III,IV,Male,Third Party,Electrical,Worker felt a static shock and dropped a box on his foot; bruised toes.,,
1227,7/11/2017 0:00,Country_01,Local_03,Mining,III,III,Male,Employee,Explosion,A small detonation sent a rock chip into the worker's leg; minor laceration and bruise.,,
1228,7/27/2017 0:00,Country_01,Local_06,Manufacturing,III,IV,Male,Subcontractor,Fire,A small flash fire singed the worker's hand; 1st‑degree burn (3 cm).,,
1229,8/12/2017 0:00,Country_01,Local_08,Construction,III,III,Male,Employee,Fall from Height,"Worker stepped off a low curb (0.5 m); twisted his ankle, mild sprain.",,
1230,8/28/2017 0:00,Country_01,Local_02,Warehousing,III,IV,Male,Contractor,Transport,"A rolling drum (50 kg) struck the worker's shin; large hematoma, no fracture.",,
1231,9/13/2017 0:00,Country_01,Local_04,Mining,III,III,Male,Third Party,Falling Object,A 4 kg rock fell from a truck and hit the worker's foot; bruised instep.,,
1232,9/29/2017 0:00,Country_01,Local_10,Manufacturing,III,IV,Male,Employee,Crushing,"Worker's fingers caught between two rollers; swollen and bruised, no fracture.",,
1233,10/15/2017 0:00,Country_01,Local_07,Construction,III,III,Male,Subcontractor,Electrical,"Worker received a mild shock and dropped a tool, bruising his foot.",,
1234,10/31/2017 0:00,Country_01,Local_01,Warehousing,III,IV,Male,Employee,Fire,A small trash fire produced smoke; worker suffered mild coughing and eye irritation.,,
1235,11/16/2017 0:00,Country_01,Local_05,Mining,III,III,Male,Third Party,Transport,Worker was nudged by a slow‑moving truck; fell and bruised his hip.,,
1236,12/2/2017 0:00,Country_01,Local_09,Manufacturing,III,IV,Male,Contractor,Machinery,"Worker's sleeve caught in a spindle; stopped quickly, bruised arm.",,
1237,12/18/2017 0:00,Country_01,Local_03,Construction,III,III,Male,Employee,Fall from Height,Worker slipped from a 1.2 m ladder; sprained his ankle and bruised his elbow.,,
1238,1/3/2018 0:00,Country_01,Local_06,Warehousing,III,IV,Male,Third Party,Falling Object,A box (10 kg) fell from a shelf and struck the worker's back; contusion.,,
1239,1/19/2018 0:00,Country_01,Local_08,Mining,III,III,Male,Employee,Explosion,A small blast sent a rock chip into the worker's arm; small laceration and bruise.,,
1240,2/4/2018 0:00,Country_01,Local_02,Construction,III,IV,Male,Subcontractor,Electrical,Worker received a slight shock from a 120V outlet; he jerked and bumped his knee.,,
1241,2/20/2018 0:00,Country_01,Local_04,Warehousing,III,III,Male,Employee,Transport,A pallet truck rolled over the worker's foot; resulted in a bruised foot and mild swelling.,,
1242,3/8/2018 0:00,Country_01,Local_10,Mining,III,IV,Male,Contractor,Crushing,"Worker's hand caught between two pipes; bruising and swelling, no fracture.",,
1243,3/24/2018 0:00,Country_01,Local_07,Manufacturing,III,III,Male,Employee,Chemical,"A small splash of solvent caused skin redness; treated with cream, no further issue.",,
1244,4/9/2018 0:00,Country_01,Local_01,Construction,III,IV,Male,Third Party,Fall from Height,Worker fell from a 0.8 m platform; sprained his wrist and bruised his hip.,,
1245,4/25/2018 0:00,Country_01,Local_05,Warehousing,III,III,Male,Employee,Falling Object,A small metal bracket (1 kg) fell from a shelf and hit the worker's head; hard hat protected.,,
1246,5/11/2018 0:00,Country_01,Local_09,Mining,III,IV,Male,Subcontractor,Transport,Worker was brushed by a swinging cable; suffered a bruised shoulder and minor abrasion.,,
1247,5/27/2018 0:00,Country_01,Local_03,Manufacturing,III,III,Male,Employee,Electrical,Worker felt a mild static shock and dropped a tool on his foot; bruised toes.,,
1248,6/12/2018 0:00,Country_01,Local_06,Construction,III,IV,Male,Contractor,Fire,A small electrical fire caused minor smoke; worker treated for mild inhalation.,,
1249,6/28/2018 0:00,Country_01,Local_08,Warehousing,III,III,Male,Employee,Crushing,Worker's fingers were caught between two pallets; swollen and bruised fingertips.,,
1250,7/14/2018 0:00,Country_01,Local_02,Mining,III,IV,Male,Third Party,Falling Object,A small stone (3 kg) fell from a conveyor and hit the worker's arm; contusion.,,
1251,7/30/2018 0:00,Country_01,Local_04,Manufacturing,III,III,Male,Employee,Machinery,"Worker's glove caught in a belt; pulled free, sprained wrist and abrasions.",,
1252,8/15/2018 0:00,Country_01,Local_10,Construction,III,IV,Male,Subcontractor,Fall from Height,"Worker stepped off a low platform (0.6 m); twisted his ankle, mild sprain.",,
1253,8/31/2018 0:00,Country_01,Local_07,Warehousing,III,III,Male,Employee,Transport,A pallet jack bumped the worker's calf; resulted in a deep bruise and muscle tenderness.,,
1254,9/16/2018 0:00,Country_01,Local_01,Mining,III,IV,Male,Third Party,Explosion,A small blasting cap produced a loud report; worker's ears rang and he suffered a mild headache.,,
1255,10/2/2018 0:00,Country_01,Local_05,Manufacturing,III,III,Male,Contractor,Chemical,"A splash of coolant got into the worker's eye; flushed, mild irritation only.",,
1256,10/18/2018 0:00,Country_01,Local_09,Construction,III,IV,Male,Employee,Electrical,"Worker received a mild shock from a 110V line; he jerked and bumped his head, small cut.",,
1257,11/3/2018 0:00,Country_01,Local_03,Warehousing,III,III,Male,Third Party,Falling Object,A 5 kg box fell from a shelf and hit the worker's shoulder; contusion.,,
1258,11/19/2018 0:00,Country_01,Local_06,Mining,III,IV,Male,Employee,Transport,Worker was brushed by a moving conveyor; suffered a bruised shoulder and abrasion.,,
1259,12/5/2018 0:00,Country_01,Local_08,Manufacturing,III,III,Male,Subcontractor,Crushing,Worker's hand caught between two loads; bruising and minor laceration.,,
1260,12/21/2018 0:00,Country_01,Local_02,Construction,III,IV,Male,Employee,Fall from Height,Worker slipped from a 1.2 m ladder; sprained his ankle and bruised his elbow.,,
1261,1/6/2016 0:00,Country_01,Local_04,Warehousing,III,III,Male,Third Party,Fire,A small electrical fire produced smoke; worker suffered mild respiratory irritation.,,
1262,1/22/2016 0:00,Country_01,Local_10,Mining,III,IV,Male,Employee,Falling Object,A 4 kg rock fragment fell from a bucket and hit the worker's foot; bruised instep.,,
1263,2/7/2016 0:00,Country_01,Local_07,Manufacturing,III,III,Male,Contractor,Machinery,"Worker's sleeve caught in a drill; stopped quickly, bruised upper arm.",,
1264,2/23/2016 0:00,Country_01,Local_01,Construction,III,IV,Male,Employee,Electrical,"Worker received a slight shock and dropped a tool on his foot, bruising his toe.",,
1265,3/10/2016 0:00,Country_01,Local_05,Warehousing,III,III,Male,Third Party,Transport,A rolling drum (30 kg) struck the worker's knee; large bruise and mild strain.,,
1266,3/26/2016 0:00,Country_01,Local_09,Mining,III,IV,Male,Subcontractor,Explosion,A small detonation sent a rock chip into the worker's leg; small laceration and bruise.,,
1267,4/11/2016 0:00,Country_01,Local_03,Construction,III,III,Male,Employee,Fall from Height,"Worker stepped off a low platform (0.5 m); twisted his ankle, mild sprain.",,
1268,4/27/2016 0:00,Country_01,Local_06,Warehousing,III,IV,Male,Contractor,Crushing,Worker's fingers caught between two pallets; swollen and bruised fingertips.,,
1269,5/13/2016 0:00,Country_01,Local_08,Mining,III,III,Male,Employee,Transport,Worker was nudged by a slow‑moving truck; fell and bruised his hip and elbow.,,
1270,5/29/2016 0:00,Country_01,Local_02,Manufacturing,III,IV,Male,Third Party,Chemical,"A splash of coolant got into the worker's eye; flushed, mild redness only.",,
1271,6/14/2016 0:00,Country_01,Local_04,Construction,III,III,Male,Employee,Falling Object,A 3 kg wooden plank fell from a scaffold and hit the worker's shoulder; contusion.,,
1272,6/30/2016 0:00,Country_01,Local_10,Warehousing,III,IV,Male,Subcontractor,Electrical,Worker felt a mild static shock and dropped a box on his foot; bruised toes.,,
1273,7/16/2016 0:00,Country_01,Local_07,Mining,III,III,Male,Employee,Fire,A small flash fire singed the worker's hand; 1st‑degree burn (2 cm).,,
1274,8/1/2016 0:00,Country_01,Local_01,Manufacturing,III,IV,Male,Contractor,Machinery,"Worker's glove caught in a belt; pulled free, sprained wrist and abrasions.",,
1275,8/17/2016 0:00,Country_01,Local_05,Construction,III,III,Male,Employee,Fall from Height,Worker fell from a 0.8 m platform; sprained his wrist and bruised his hip.,,
1276,9/2/2016 0:00,Country_01,Local_09,Warehousing,III,IV,Male,Third Party,Transport,A pallet jack bumped the worker's shin; resulted in a large bruise and mild pain.,,
1277,9/18/2016 0:00,Country_01,Local_03,Mining,III,III,Male,Employee,Crushing,"Worker's hand caught between two pipes; bruising and swelling, no fracture.",,
1278,10/4/2016 0:00,Country_01,Local_06,Construction,III,IV,Male,Subcontractor,Electrical,Worker received a mild shock from a 110V line; he jerked and bumped his head.,,
1279,10/20/2016 0:00,Country_01,Local_08,Warehousing,III,III,Male,Employee,Falling Object,A small metal bracket (1 kg) fell from a shelf and hit the worker's head; hard hat protected.,,
1280,11/5/2016 0:00,Country_01,Local_02,Mining,III,IV,Male,Third Party,Explosion,A small blast sent a rock chip into the worker's arm; small laceration and bruise.,,
1281,11/21/2016 0:00,Country_01,Local_04,Manufacturing,III,III,Male,Employee,Chemical,"A small splash of solvent caused skin redness; treated with cream, no further issue.",,
1282,12/7/2016 0:00,Country_01,Local_10,Construction,III,IV,Male,Contractor,Fall from Height,Worker slipped from a 1.2 m ladder; sprained his ankle and bruised his elbow.,,
1283,12/23/2016 0:00,Country_01,Local_07,Warehousing,III,III,Male,Employee,Transport,"A rolling drum (40 kg) struck the worker's shin; large hematoma, no fracture.",,
1284,1/8/2017 0:00,Country_01,Local_01,Mining,III,IV,Male,Third Party,Falling Object,A small stone (3 kg) fell from a conveyor and hit the worker's arm; contusion.,,
1285,1/24/2017 0:00,Country_01,Local_05,Manufacturing,III,III,Male,Subcontractor,Electrical,"Worker felt a slight shock and dropped a tool on his foot, bruising his toe.",,
1286,2/9/2017 0:00,Country_01,Local_09,Construction,III,IV,Male,Employee,Crushing,Worker's fingers caught between two steel plates; swollen and bruised fingertips.,,
1287,2/25/2017 0:00,Country_01,Local_03,Warehousing,III,III,Male,Third Party,Fire,A small electrical fire caused minor smoke; worker treated for mild inhalation.,,
1288,3/13/2017 0:00,Country_01,Local_06,Mining,III,IV,Male,Employee,Transport,Worker was brushed by a swinging cable; suffered a bruised shoulder and abrasion.,,
1289,3/29/2017 0:00,Country_01,Local_08,Manufacturing,III,III,Male,Contractor,Machinery,"Worker's sleeve caught in a drill; stopped quickly, bruised upper arm.",,
1290,4/14/2017 0:00,Country_01,Local_02,Construction,III,IV,Male,Employee,Fall from Height,"Worker stepped off a low platform (0.6 m); twisted his ankle, mild sprain.",,
