,Data,Countries,Local,Industry Sector,Accident Level,Potential Accident Level,Genre,Employee or Third Party,Critical Risk,Description
5201,7/19/2015,,,,V,V,Male,Employee,Serious Fall/Strike,"At 6:30 p.m. on July 19, 2015, a worker was charging the battery of a power driven air compressor through the use of a Toro Workman maintenance cart (model number: 3200). As the worker stood between the compressor and the maintenance cart, he revved the engine of the cart in an attempt to speed up the rate at which the compressor was being charged.  While straddling the cart with its engine revving, the cart lurched forward and pinned the worker between a work table lift and the cart.  The worker died as a result of his injuries that included a crushed artery and severe lacerations. "
5202,7/18/2015,,,,V,V,Male,Employee,"Asphyxiation, Drowning","At 7:00 p.m. on July 18, 2015, a worker and part owner of a facility was operating a motorized security gate to exit the parking lot.  With her car running, the worker exited the vehicle and activated the opening of the gate by way of a security access card that is inserted into a control box.  The control box was located on the opposite side of gate from where she was standing, causing the worker to reach through the gate to activate its opening.  As the worker activated the gate, she became pinned between the leading edge of the gate and an electrical box resulting in asphyxiation. There were no witnesses to the incident; however, emergency services were contacted upon her body being discovered.  The worker died from asphyxiation as a result to the gate crushing her chest. "
5203,7/18/2015,,,,V,V,Male,Employee,"Fracture, Broken Bones","At 7:30 a.m. on July 18, 2015, an employee was working as part of a work crew cleaning roof gutters at a residential dwelling.  The employee was using an A-frame ladder and would position it next to the gutter while cleaning out the gutter by hand.  The employee fell approximately 10 feet to the ground from the ladder and was taken to the hospital where he died three days later. "
5204,7/17/2015,,,,V,V,Male,Employee,Serious Fall/Strike,"At approximately 12:27 a.m. on July 17, 2015, Employee #1 and a coworker were positioned on an elevated working surface to inspect the interior of a pressure filter dryer, which was in the validation process for commissioning. The two employees were inspecting the interior of the upper vessel while positioned on the filtration base, elevated to a height of approximately 9.5 ft, without the use of fall protection. While kneeling on the platform, Employee #1 and the coworker were raised up to a point where the gap between the bottom of the upper dome and the top of the platform was approximately 3.5 ft. While the coworker was inspecting the interior of the equipment with a black light, Employee #1, in the supine position, slid head first from the work platform and fell approximately 9.5 ft. Employee #1 landed head first onto a concrete floor, and was killed from blunt force head trauma. "
5205,7/17/2015,,,,V,V,Female,Employee,Fire Burn,"At 11:38 a.m. on July 17, 2015 an employee was attempting to test the voltage at a bay door (number 4) switch when an arc flash occurred. The employee sustained burns to the hands and face. "
5206,7/17/2015,,,,V,V,Male,Employee,Serious Fall/Strike,"At approximately 10:45 a.m. on July 17, 2015, Employee #1 was walking on a beam. An air-driven oil pumping unit controlled the movement of beam through the pumping unit that regulated airflow into the system. He walked on the beam from a fixed ladder to the tie off point (loop line) on a rig located at the opposite end of the beam. While walking on the beam, the air-driven oil pumping unit engaged and the system's cylinder lifted, causing the beam to move upward quickly. Employee #1 was bucked off the beam and fell approximately 17 ft, striking his head and body against the ground and he was killed. Employee #1 had on a safety harness, but his lanyard was not connected to an anchor point. "
5207,7/17/2015,,,,V,V,Male,Employee,Dislocation,"At 10:00 a.m. on July 17, 2015, an employee was installing an elevator shaft during the construction of a new dormitory on a university campus.  The employee fell 30 feet from a scaffold to the ground and was medically evacuated to a local hospital ICU where he died 11 days later. "
5208,7/17/2015,,,,V,V,Male,Employee,"Fracture, Broken Bones","At approximately 8:00 a.m. on July 17, 2015, Employee #1 was in a tank and checking for leaks. He had a 2 ft pressurized cylinder with him and a bottle containing soap and water to check for leaks. As he worked, the pressurized cylinder exploded and ejected him from the tank. Employee #1 struck his head on the metal covering from the explosion and suffered a head injury that killed him. He was wearing safety glasses, gloves and earplugs whiles he worked inside the tank. "
5209,7/17/2015,,,,V,V,Male,Employee,"Asphyxiation, Drowning","At approximately 8:15 a.m. on July 17, 2015, Employee #1 was using an all-terrain four-wheeler vehicle and spraying weeds. Employee #1 was on rough terrain with a slight grade. As he drove the vehicle down the grade, the four-wheeler tipped over onto him and pinned his head and chest to the ground. Employee #1 was unable to remove the four-wheeler from his body and was killed. "
5210,7/17/2015,,,,V,V,Male,Employee,Serious Fall/Strike,"At approximately 7:45 p.m. on July 17, 2015, Employee #1 was preparing food in a kitchen. As he prepared the food, he lost consciousness from a heart attack and died. "
5211,7/17/2015,,,,V,V,Male,Employee,Serious Fall/Strike,"At approximately 2:30 p.m. on July 17, 2015, Employee #1 was using a Yale standup forklift to load the first of twelve Gaylord containers into a box truck for recycling. Before entering the truck, Employee #1 positioned a dock plate between the dock and the box truck. He then entered the truck on the forklift and placed the Gaylord container at the front end of the truck. When exiting the truck, the forklift fell out of the back of the truck pinning him in between the forklift's overhead guard and the dock floor. Employee #1 was killed from crushing injuries. The box truck may have pushed away from the dock and/or tipped up. "
5212,7/17/2015,,,,V,V,Male,Employee,"Fracture, Broken Bones","At approximately 2:30 p.m. on July 17, 2015, Employee #1, a spotter, was assisting a driver with the positioning of a truck's flatbed for offloading. The truck backed up and snagged a dumpster on the corner of its flatbed. Employee #1 was in front of the driver and moved for an unknown reason and went to stand next to the dumpster. The truck driver moved forward causing the dumpster to jackknife and strike Employee #1, crushing him in between the dumpster and a concrete post. The employee was killed from unspecified injuries. "
5213,7/17/2015,,,,V,V,Male,Employee,"Fracture, Broken Bones","At approximately 2:30 p.m. on July 17, 2015, Employee #1, a spotter, was assisting a driver with the positioning of a truck's flatbed for offloading. The truck backed up and snagged a dumpster on the corner of its flatbed. Employee #1 was in front of the driver and moved for an unknown reason and went to stand next to the dumpster. The truck driver moved forward causing the dumpster to jackknife and strike Employee #1. He was killed when crushed between the dumpster and a concrete post. "
5214,7/16/2015,,,,V,V,Female,Employee,Serious Fall/Strike,"At 10:30 a.m. on July 16, 2015, an employee was installing siding, flashing, and gutters on a residential house.  The employee fell approximately 10 feet to the ground and is killed from blunt trauma injuries. "
5215,7/16/2015,,,,V,V,Male,Employee,Head Trauma,"At 10:30 a.m. on July 16, 2015, an employee was installing siding, flashing, and gutters on a residential house.  The employee fell approximately 10 feet to the ground and is killed from blunt trauma injuries. "
5216,7/16/2015,,,,V,V,Male,Employee,Serious Fall/Strike,"At approximately 7:00 a.m. on July 16, 2015, Employee #1 was walking outdoors and feeding chickens. He complained about chest pains and left the area to make a phone call (presumably to call an ambulance). When his coworker did not hear from him for a while, he went to look for him and found Employee #1 on the ground and unresponsive. It appears that Employee had a heart attack and died. "
